source_path,destination_path,source_type,classification,operation
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/swagger-ui-bundle.js.LICENSE.txt,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/swagger-ui-bundle.js.LICENSE.txt,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/BalancedPool.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/BalancedPool.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/coverage-final.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/coverage-final.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-25-04__BACKEND__TEST_E2E__RUN__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-25-04__BACKEND__TEST_E2E__RUN__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/corejs2-built-ins.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/corejs2-built-ins.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/de.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/de.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/collection.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/collection.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/pirate.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/pirate.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/uri-js-serialize.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/uri-js-serialize.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/undici-vs-builtin-fetch.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/undici-vs-builtin-fetch.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-15-41__SYSTEM__CHECKS__DEPENDENCIES__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-15-41__SYSTEM__CHECKS__DEPENDENCIES__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/nl.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/nl.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/MockErrors.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/MockErrors.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__13-53-59__SYSTEM__INVENTORY__SESSION__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__13-53-59__SYSTEM__INVENTORY__SESSION__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/corejs3-shipped-proposals.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/corejs3-shipped-proposals.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-40-00__SYSTEM__INVENTORY__SESSION__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-40-00__SYSTEM__INVENTORY__SESSION__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/SYSTEM_LOG.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/SYSTEM_LOG.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/fr.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/fr.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/_container.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/_container.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/CssGeneratorOptions.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/CssGeneratorOptions.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/AI_ADMIN_HANDOFF_20260411_165557.txt,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/AI_ADMIN_HANDOFF_20260411_165557.txt,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/id.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/id.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__12-30-59__AUTOPILOT__BATCH__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__12-30-59__AUTOPILOT__BATCH__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/envs.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/envs.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/content.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/content.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__09-07-47__SYSTEM__INVENTORY__SESSION__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__09-07-47__SYSTEM__INVENTORY__SESSION__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-11__16-13-32__BACKEND__TEST_E2E__RUN__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-11__16-13-32__BACKEND__TEST_E2E__RUN__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/SECURITY.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/SECURITY.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/RedirectHandler.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/RedirectHandler.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/security.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/security.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__09-09-34__SYSTEM__INVENTORY__SESSION__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__09-09-34__SYSTEM__INVENTORY__SESSION__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/ProgressPlugin.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/ProgressPlugin.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/plugin-options.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/plugin-options.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__13-53-59__AUTOPILOT__BATCH__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__13-53-59__AUTOPILOT__BATCH__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/Socks5ProxyAgent.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/Socks5ProxyAgent.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/renovate.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/renovate.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/api-testing-checklist.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/api-testing-checklist.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/SESSION_CHANGELOG.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/SESSION_CHANGELOG.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__09-55-32__SYSTEM__CHECKS__DEPENDENCIES__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__09-55-32__SYSTEM__CHECKS__DEPENDENCIES__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/CHANGELOG.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/CHANGELOG.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-29-00__SYSTEM__INVENTORY__SESSION__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-29-00__SYSTEM__INVENTORY__SESSION__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/THREAT_MODEL.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/THREAT_MODEL.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/validation.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/validation.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/metadata.min.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/metadata.min.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/1000-stderr.txt,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/1000-stderr.txt,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-29-01__BACKEND__TEST_E2E__RUN__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-29-01__BACKEND__TEST_E2E__RUN__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/jest-e2e.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/jest-e2e.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/Connector.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/Connector.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/gbk-added.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/gbk-added.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/CopyrightNotice.txt,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/CopyrightNotice.txt,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/GOVERNANCE.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/GOVERNANCE.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/full-chromium-versions.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/full-chromium-versions.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/emoji.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/emoji.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/package.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/package.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-11T02_35_37_007Z-debug-0.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-11T02_35_37_007Z-debug-0.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-30-28__SYSTEM__CHECKS__DEPENDENCIES__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-30-28__SYSTEM__CHECKS__DEPENDENCIES__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/README_pt_BR.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/README_pt_BR.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/ThirdPartyNoticeText.txt,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/ThirdPartyNoticeText.txt,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/RoundRobinPool.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/RoundRobinPool.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/builtin-lower.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/builtin-lower.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/replacements.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/replacements.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/pl.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/pl.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/DiagnosticsChannel.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/DiagnosticsChannel.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/IgnorePlugin.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/IgnorePlugin.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/.eslintrc.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/.eslintrc.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__13-39-43__AUTOPILOT__BATCH__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__13-39-43__AUTOPILOT__BATCH__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-27-36__SYSTEM__INVENTORY__SESSION__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-27-36__SYSTEM__INVENTORY__SESSION__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/10-stdout-stderr.txt,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/10-stdout-stderr.txt,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/th.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/th.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/hi.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/hi.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__09-15-35__SYSTEM__INVENTORY__SESSION__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__09-15-35__SYSTEM__INVENTORY__SESSION__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/eucjp.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/eucjp.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/chromium-versions.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/chromium-versions.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/README-es.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/README-es.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/settings.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/settings.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/CHATGPT_UI_DESIGN_BRIEF_v01.txt,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/CHATGPT_UI_DESIGN_BRIEF_v01.txt,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/Pool.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/Pool.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/Readme.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/Readme.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/uz.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/uz.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/uk_UA.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/uk_UA.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/RetryHandler.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/RetryHandler.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/run-migrate-password-hash.sh,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/run-migrate-password-hash.sh,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-26-11__SYSTEM__INVENTORY__SESSION__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-26-11__SYSTEM__INVENTORY__SESSION__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/zh_CN.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/zh_CN.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/LICENSE.txt,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/LICENSE.txt,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/writing-tests.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/writing-tests.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-38-06__SYSTEM__INVENTORY__SESSION__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-38-06__SYSTEM__INVENTORY__SESSION__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/H2CClient.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/H2CClient.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-33-42__BACKEND__TEST_E2E__RUN__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-33-42__BACKEND__TEST_E2E__RUN__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/spinners.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/spinners.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/examples.mobile.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/examples.mobile.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-25-03__SYSTEM__INVENTORY__SESSION__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-25-03__SYSTEM__INVENTORY__SESSION__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/Util.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/Util.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/ContainerPlugin.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/ContainerPlugin.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__12-30-59__SYSTEM__CHECKS__DEPENDENCIES__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__12-30-59__SYSTEM__CHECKS__DEPENDENCIES__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/CHATGPT_PORT3000_DOC_ALIGNMENT_v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/CHATGPT_PORT3000_DOC_ALIGNMENT_v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__09-50-19__SYSTEM__INVENTORY__SESSION__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__09-50-19__SYSTEM__INVENTORY__SESSION__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/wp_bootstrap.sh,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/wp_bootstrap.sh,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/SAVEPOINT_STATUS.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/SAVEPOINT_STATUS.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/license.txt,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/license.txt,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/tsdoc-metadata.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/tsdoc-metadata.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/MinChunkSizePlugin.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/MinChunkSizePlugin.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__13-53-59__SYSTEM__CHECKS__DEPENDENCIES__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__13-53-59__SYSTEM__CHECKS__DEPENDENCIES__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-30-52__SYSTEM__CHECKS__DEPENDENCIES__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-30-52__SYSTEM__CHECKS__DEPENDENCIES__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/create-files.sh,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/create-files.sh,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/session_bootstrap.sh,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/session_bootstrap.sh,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/PAIRING_MANIFEST_v01.txt,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/PAIRING_MANIFEST_v01.txt,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/schema.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/schema.json,export,unique recovery artifact,copied
